source,row_index,log_prob,continuous_log_prob,event_structure_log_prob,nll,mask_pattern,primary_slot,event_risk
tail_all,137,-9.685509,-7.1151123,-2.5703964,9.685509,21,same_front,0.78564113
tail_all,138,173.27791,177.10701,-3.8290942,-173.27791,1,same_front,0.7629302
tail_all,139,160.9723,161.88138,-0.90907377,-160.9723,17,same_front,0.735346
tail_all,140,90.87146,95.436264,-4.564801,-90.87146,19,same_rear,0.7223099
tail_all,141,178.3387,179.24777,-0.90907377,-178.3387,17,same_front,1.0510836
tail_all,142,64.21492,68.388855,-4.1739345,-64.21492,17,right_front,1.0413871
tail_all,143,191.10028,192.00935,-0.90907377,-191.10028,17,same_front,1.0403227
tail_all,144,173.39977,174.30884,-0.90907377,-173.39977,17,same_front,1.0098433
tail_all,145,184.99005,185.89912,-0.90907377,-184.99005,17,same_front,1.0061177
tail_all,146,173.05115,173.96022,-0.90907377,-173.05115,17,same_front,0.9942549
tail_all,147,166.15956,167.06863,-0.90907377,-166.15956,17,same_front,0.97619104
tail_all,148,-27.299809,-22.931717,-4.3680906,27.299809,21,left_front,0.9327792
tail_all,149,107.666824,110.23722,-2.5703964,-107.666824,21,same_front,0.9320395
tail_all,150,-4.2476816,0.6194,-4.8670816,4.2476816,51,right_rear,0.9266884
tail_all,151,71.6517,73.73887,-2.087167,-71.6517,51,same_rear,0.9246608
tail_all,152,175.8743,176.78337,-0.90907377,-175.8743,17,same_front,0.91911185
tail_all,153,51.90091,53.988075,-2.087167,-51.90091,51,same_rear,0.915009
tail_all,154,19.966879,22.165916,-2.199037,-19.966879,51,same_front,0.9096843
tail_all,155,8.525359,13.392441,-4.8670816,-8.525359,51,right_rear,0.9090015
tail_all,156,45.373825,47.57286,-2.199037,-45.373825,51,same_front,0.9085459
tail_all,157,-44.41799,-36.717697,-7.700294,44.41799,31,left_rear,0.90183944
tail_all,158,101.399994,105.57393,-4.1739345,-101.399994,17,right_front,0.8968594
tail_all,159,-33.900654,-28.397583,-5.5030704,33.900654,31,same_front,0.89075357
tail_all,160,199.62178,200.53085,-0.90907377,-199.62178,17,same_front,0.8621855
tail_all,161,55.993347,58.192383,-2.199037,-55.993347,51,same_front,0.85855186
tail_all,162,-35.754528,-31.90438,-3.8501477,35.754528,63,same_rear,0.85182476
tail_all,163,46.369217,48.568253,-2.199037,-46.369217,51,same_front,0.8478292
tail_all,164,-35.345287,-29.436752,-5.9085355,35.345287,51,right_front,0.8427314
tail_all,165,2.5173404,4.6045074,-2.087167,-2.5173404,51,same_rear,0.84155506
tail_all,166,55.151024,57.23819,-2.087167,-55.151024,51,same_rear,0.8412621
tail_all,167,101.85651,104.4269,-2.5703964,-101.85651,21,same_front,0.8353436
tail_all,168,176.74886,177.65793,-0.90907377,-176.74886,17,same_front,0.8344523
tail_all,169,55.627792,57.71496,-2.087167,-55.627792,51,same_rear,0.82883006
tail_all,170,-157.01126,-151.25688,-5.754385,157.01126,63,left_front,0.8199372
tail_all,171,163.55884,164.46791,-0.90907377,-163.55884,17,same_front,0.8178769
tail_all,172,-48.223034,-44.41456,-3.808475,48.223034,63,same_front,0.81071943
tail_all,173,185.55516,186.46423,-0.90907377,-185.55516,17,same_front,0.8065341
tail_all,174,71.311554,73.39872,-2.087167,-71.311554,51,same_rear,0.79653305
tail_all,175,166.96597,167.87505,-0.90907377,-166.96597,17,same_front,0.796154
tail_all,176,65.3586,67.55763,-2.199037,-65.3586,51,same_front,0.78627896
tail_all,177,189.14671,190.05579,-0.90907377,-189.14671,17,same_front,0.78389925
tail_all,178,53.869263,55.95643,-2.087167,-53.869263,51,same_rear,0.770741
tail_all,179,-49.848484,-44.345413,-5.5030704,49.848484,31,same_front,0.76867616
tail_all,180,65.11564,67.314674,-2.199037,-65.11564,51,same_front,0.7644351
tail_all,181,-74.093254,-70.2431,-3.8501477,74.093254,63,same_rear,0.74998695
tail_all,182,171.30583,172.2149,-0.90907377,-171.30583,17,same_front,0.7393271
tail_all,183,97.62261,100.19301,-2.5703964,-97.62261,21,same_front,0.738988
tail_all,184,119.813126,123.66328,-3.8501477,-119.813126,5,same_front,0.7317956
tail_all,185,63.7698,66.340195,-2.5703964,-63.7698,21,same_front,0.72968996
tail_all,186,-54.19868,-48.577827,-5.6208534,54.19868,47,same_front,0.7256807
tail_all,187,160.29863,161.2077,-0.90907377,-160.29863,17,same_front,1.2241961
tail_all,188,-1.4257426,6.2745514,-7.700294,1.4257426,19,right_front,1.1985329
tail_all,189,170.78065,171.68973,-0.90907377,-170.78065,17,same_front,1.182679
tail_all,190,185.11671,186.02579,-0.90907377,-185.11671,17,same_front,1.078363
tail_all,191,195.47417,196.38324,-0.90907377,-195.47417,17,same_front,1.0731729
tail_all,192,187.79242,188.70149,-0.90907377,-187.79242,17,same_front,1.0599813
tail_all,193,100.30072,104.15087,-3.8501477,-100.30072,5,same_front,1.0262696
tail_all,194,159.63033,160.5394,-0.90907377,-159.63033,17,same_front,1.019568
tail_all,195,151.63199,152.54106,-0.90907377,-151.63199,17,same_front,1.0075661
tail_all,196,166.55263,167.4617,-0.90907377,-166.55263,17,same_front,0.98697454
tail_all,197,187.22624,188.13531,-0.90907377,-187.22624,17,same_front,0.9665426
tail_all,198,45.74414,47.943176,-2.199037,-45.74414,51,same_front,0.96148247
tail_all,199,48.168617,50.255783,-2.087167,-48.168617,51,same_rear,0.96096206
tail_all,200,37.69371,39.780876,-2.087167,-37.69371,51,same_rear,0.95358795
tail_all,201,39.729927,41.817093,-2.087167,-39.729927,51,same_rear,0.94593215
tail_all,202,35.764038,37.963074,-2.199037,-35.764038,51,same_front,0.943179
tail_all,203,55.603104,57.69027,-2.087167,-55.603104,51,same_rear,0.93783706
tail_all,204,158.71747,159.62654,-0.90907377,-158.71747,17,same_front,0.89688414
tail_all,205,48.385338,50.584373,-2.199037,-48.385338,51,same_front,0.8886994
tail_all,206,115.61419,118.184586,-2.5703964,-115.61419,21,same_front,0.8831503
tail_all,207,18.311796,20.510834,-2.199037,-18.311796,51,same_front,0.8769924
tail_all,208,198.68173,199.5908,-0.90907377,-198.68173,17,same_front,0.87094
tail_all,209,15.36785,17.455017,-2.087167,-15.36785,51,same_rear,0.86922216
tail_all,210,82.27051,83.17958,-0.90907377,-82.27051,17,same_front,0.8691548
tail_all,211,-207.13455,-206.22548,-0.90907377,207.13455,17,same_front,0.86887485
tail_all,212,185.51653,186.4256,-0.90907377,-185.51653,17,same_front,0.8687402
tail_all,213,33.272522,35.471558,-2.199037,-33.272522,51,same_front,0.8663751
tail_all,214,187.72295,188.63202,-0.90907377,-187.72295,17,same_front,0.8663565
tail_all,215,-50.7878,-46.937653,-3.8501477,50.7878,63,same_rear,0.86133015
tail_all,216,-54.8247,-49.5223,-5.3024,54.8247,15,same_rear,0.8559595
tail_all,217,-25.311422,-19.557037,-5.754385,25.311422,15,same_front,0.8519983
tail_all,218,-28.34753,-24.539055,-3.808475,28.34753,63,same_front,0.8517268
tail_all,219,113.54664,116.117035,-2.5703964,-113.54664,21,same_front,0.84844166
tail_all,220,77.95068,80.52108,-2.5703964,-77.95068,21,same_front,0.8392115
tail_all,221,175.14992,176.05899,-0.90907377,-175.14992,17,same_front,0.83786803
tail_all,222,-22.602879,-18.752731,-3.8501477,22.602879,63,same_rear,0.83679706
tail_all,223,66.65806,68.745224,-2.087167,-66.65806,51,same_rear,0.8334939
tail_all,224,28.597866,34.5064,-5.9085355,-28.597866,13,same_front,0.8314302
tail_all,225,66.266464,68.4655,-2.199037,-66.266464,51,same_front,0.8301111
tail_all,226,182.30438,183.21346,-0.90907377,-182.30438,17,same_front,0.8172769
tail_all,227,194.56065,195.46973,-0.90907377,-194.56065,17,same_front,0.8062564
tail_all,228,-71.23712,-67.42865,-3.808475,71.23712,63,same_front,0.80174863
tail_all,229,-67.094376,-63.244225,-3.8501477,67.094376,63,same_rear,0.7996616
tail_all,230,13.795394,18.662476,-4.8670816,-13.795394,51,right_rear,0.7982257
tail_all,231,-27.74669,-25.547653,-2.199037,27.74669,51,same_front,0.7972703
tail_all,232,125.134476,126.04355,-0.90907377,-125.134476,17,same_front,0.7942715
tail_all,233,-81.51722,-79.43005,-2.087167,81.51722,51,same_rear,0.79347646
tail_all,234,169.89833,170.8074,-0.90907377,-169.89833,17,same_front,0.79274154
tail_all,235,9.526465,11.613632,-2.087167,-9.526465,51,same_rear,0.7781516
tail_all,236,-43.796352,-38.1755,-5.6208534,43.796352,47,same_rear,0.7777805
tail_all,237,-43.02907,-39.178925,-3.8501477,43.02907,63,same_rear,0.77537674
tail_all,238,176.94893,177.858,-0.90907377,-176.94893,17,same_front,0.7751495
tail_all,239,94.28537,96.85577,-2.5703964,-94.28537,21,same_front,0.77493465
tail_all,240,189.06038,189.96945,-0.90907377,-189.06038,17,same_front,0.7682835
tail_all,241,-287.2519,-285.05286,-2.199037,287.2519,51,same_front,0.7637644
tail_all,242,-47.00823,-41.387375,-5.6208534,47.00823,47,same_front,0.75835025
tail_all,243,-52.73167,-48.881523,-3.8501477,52.73167,63,same_rear,0.7512329
tail_all,244,166.24849,167.15756,-0.90907377,-166.24849,17,same_front,0.7498159
tail_all,245,7.063765,9.262802,-2.199037,-7.063765,51,same_front,0.7465512
tail_all,246,5.858695,7.945862,-2.087167,-5.858695,51,same_rear,0.7394583
tail_all,247,71.24145,73.32861,-2.087167,-71.24145,51,same_rear,0.73757064
tail_all,248,60.44525,62.644287,-2.199037,-60.44525,51,same_front,0.73757064
tail_all,249,184.17824,185.08731,-0.90907377,-184.17824,17,same_front,0.73639065
tail_all,250,121.14053,125.31447,-4.1739345,-121.14053,17,right_front,0.7354026
tail_all,251,152.87633,153.7854,-0.90907377,-152.87633,17,same_front,0.72689915
tail_all,252,178.3374,179.24648,-0.90907377,-178.3374,17,same_front,0.725118
tail_all,253,27.336996,29.424164,-2.087167,-27.336996,51,same_rear,0.72143245
tail_all,254,61.196323,64.94537,-3.7490516,-61.196323,49,same_front,0.7213846
tail_all,255,148.46971,149.37878,-0.90907377,-148.46971,17,same_front,1.1755108
tail_all,256,160.74959,161.65866,-0.90907377,-160.74959,17,same_front,1.1175776
tail_all,257,180.04384,180.95291,-0.90907377,-180.04384,17,same_front,1.0987284
tail_all,258,171.03004,171.93912,-0.90907377,-171.03004,17,same_front,1.0892498
tail_all,259,83.406334,87.77442,-4.3680906,-83.406334,21,left_front,1.0739179
tail_all,260,-29.739016,-27.539978,-2.199037,29.739016,51,same_front,1.0039837
tail_all,261,167.93605,168.84512,-0.90907377,-167.93605,17,same_front,0.98338413
tail_all,262,5.8482275,7.9353943,-2.087167,-5.8482275,51,same_rear,0.966869
tail_all,263,41.859116,44.05815,-2.199037,-41.859116,51,same_front,0.95612717
tail_all,264,176.85962,177.76869,-0.90907377,-176.85962,17,same_front,0.931166
tail_all,265,118.801796,121.37219,-2.5703964,-118.801796,21,same_front,0.9153687
tail_all,266,-47.94796,-45.860794,-2.087167,47.94796,51,same_rear,0.90154403
tail_all,267,127.59531,128.50438,-0.90907377,-127.59531,17,same_front,0.9004005
tail_all,268,190.88283,191.7919,-0.90907377,-190.88283,17,same_front,0.8940684
tail_all,269,38.49675,40.695786,-2.199037,-38.49675,51,same_front,0.88592744
tail_all,270,-18.390953,-15.820557,-2.5703964,18.390953,21,same_front,0.884075
tail_all,271,192.36247,193.27155,-0.90907377,-192.36247,17,same_front,0.88390076
tail_all,272,147.15202,148.0611,-0.90907377,-147.15202,17,same_front,0.87779546
tail_all,273,-27.50215,-23.753098,-3.7490516,27.50215,49,same_front,0.87746984
tail_all,274,23.049208,25.136375,-2.087167,-23.049208,51,same_rear,0.86583287
tail_all,275,179.66103,180.5701,-0.90907377,-179.66103,17,same_front,0.8620184
tail_all,276,187.60854,188.51761,-0.90907377,-187.60854,17,same_front,0.8617125
tail_all,277,185.81352,186.7226,-0.90907377,-185.81352,17,same_front,0.8579202
tail_all,278,179.77301,180.68208,-0.90907377,-179.77301,17,same_front,0.857495
tail_all,279,58.237885,60.43692,-2.199037,-58.237885,51,same_front,0.8558784
tail_all,280,63.977707,66.17674,-2.199037,-63.977707,51,same_front,0.8544103
tail_all,281,55.18358,57.270744,-2.087167,-55.18358,51,same_rear,0.84842885
tail_all,282,95.371895,97.94229,-2.5703964,-95.371895,21,same_front,0.8442936
tail_all,283,108.77987,111.350266,-2.5703964,-108.77987,21,same_front,0.8428205
tail_all,284,57.569756,59.65692,-2.087167,-57.569756,51,same_rear,0.8416019
tail_all,285,30.890623,32.97779,-2.087167,-30.890623,51,same_rear,0.84058565
tail_all,286,185.5757,186.48477,-0.90907377,-185.5757,17,same_front,0.83981276
tail_all,287,6.382999,12.291534,-5.9085355,-6.382999,51,right_front,0.83598626
tail_all,288,23.74713,25.946167,-2.199037,-23.74713,51,same_front,0.83498365
tail_all,289,-5.7367992,0.8648834,-6.6016827,5.7367992,23,same_front,0.8216287
tail_all,290,36.413536,38.5007,-2.087167,-36.413536,51,same_rear,0.8128976
tail_all,291,31.23445,33.433487,-2.199037,-31.23445,51,same_front,0.80960536
tail_all,292,183.13177,184.04085,-0.90907377,-183.13177,17,same_front,0.8005643
tail_all,293,88.84438,91.41478,-2.5703964,-88.84438,21,same_front,0.78998154
tail_all,294,34.90828,36.995445,-2.087167,-34.90828,51,same_rear,0.787469
tail_all,295,52.670876,54.75804,-2.087167,-52.670876,51,same_rear,0.78646576
tail_all,296,148.02782,152.20175,-4.1739345,-148.02782,17,right_front,0.7861073
tail_all,297,44.831825,47.40222,-2.5703964,-44.831825,21,same_front,0.78400993
tail_all,298,189.56728,190.47635,-0.90907377,-189.56728,17,same_front,0.78264993
tail_all,299,71.991745,74.07891,-2.087167,-71.991745,51,same_rear,0.7748876
tail_all,300,197.7245,198.63358,-0.90907377,-197.7245,17,same_front,0.77263385
tail_all,301,179.31593,180.225,-0.90907377,-179.31593,17,same_front,0.77171147
tail_all,302,44.6541,46.853134,-2.199037,-44.6541,51,same_front,0.76993716
tail_all,303,175.17297,176.08205,-0.90907377,-175.17297,17,same_front,0.76114583
tail_all,304,185.21687,186.12595,-0.90907377,-185.21687,17,same_front,0.7610379
tail_all,305,96.437,99.00739,-2.5703964,-96.437,21,same_front,0.7606306
tail_all,306,-34.431385,-28.810532,-5.6208534,34.431385,31,same_rear,0.7545532
tail_all,307,170.79875,171.70782,-0.90907377,-170.79875,17,same_front,0.7513318
tail_all,308,-56.817383,-50.908848,-5.9085355,56.817383,63,left_rear,0.74655974
tail_all,309,18.232645,24.834328,-6.6016827,-18.232645,23,same_front,0.74590087
tail_all,310,187.08748,187.99655,-0.90907377,-187.08748,17,same_front,0.7455825
tail_all,311,130.38191,134.23206,-3.8501477,-130.38191,5,same_front,0.74552524
tail_all,312,-54.26347,-50.454994,-3.808475,54.26347,63,same_front,0.74383783
tail_all,313,188.6384,192.4675,-3.8290942,-188.6384,1,same_front,0.74314046
tail_all,314,181.58214,182.49121,-0.90907377,-181.58214,17,same_front,0.74099255
tail_all,315,77.32888,79.416046,-2.087167,-77.32888,51,same_rear,0.7352857
tail_all,316,116.90166,119.47205,-2.5703964,-116.90166,21,same_front,0.7321973
tail_all,317,71.93693,74.13596,-2.199037,-71.93693,51,same_front,0.72929597
tail_all,318,113.41147,115.981865,-2.5703964,-113.41147,21,same_front,0.7273925
tail_all,319,-47.19702,-43.346874,-3.8501477,47.19702,63,same_rear,0.72503006
tail_all,320,-40.643314,-36.83484,-3.808475,40.643314,63,same_front,0.724969
tail_all,321,84.475,88.84309,-4.3680906,-84.475,21,left_front,0.72461325
tail_all,322,93.642075,97.39113,-3.7490516,-93.642075,49,same_front,0.7236395
tail_all,323,177.24115,178.15022,-0.90907377,-177.24115,17,same_front,0.7220057
tail_all,324,182.2715,183.18057,-0.90907377,-182.2715,17,same_front,1.1421324
tail_all,325,155.16563,156.0747,-0.90907377,-155.16563,17,same_front,1.1051344
tail_all,326,116.41215,118.982544,-2.5703964,-116.41215,21,same_front,1.0695177
tail_all,327,171.12717,172.03624,-0.90907377,-171.12717,17,same_front,1.0624049
tail_all,328,93.77851,96.34891,-2.5703964,-93.77851,21,same_front,1.0601897
tail_all,329,118.219795,120.79019,-2.5703964,-118.219795,21,same_front,1.0496762
