feature,real_count,generated_count,ks,wasserstein,real_mean,generated_mean
left_rear_mean_ay_left_1s_mps2,217,170,0.20365952832746,0.022843356874688605,-0.014470046386122704,-0.0037227042485028505
right_front_delta_vx_1s_mps,1993,2013,0.044028416397281195,0.03221418107225053,-0.025634722784161568,-0.008347993716597557
right_front_delta_vy_left_1s_mps,1993,2013,0.048235640439501494,0.00859578846971109,0.004525840748101473,0.00020141377171967179
right_front_mean_ax_1s_mps2,1993,2013,0.04868580020135053,0.03341586057169555,-0.02590084634721279,-0.01798446848988533
right_front_min_ax_1s_mps2,1993,2013,0.05418517718123716,0.03306172816005164,-0.07076267153024673,-0.05900456756353378
right_front_final_ax_1s_mps2,1993,2013,0.06275989809340142,0.03165843102746725,-0.03309081494808197,-0.030486730858683586
right_front_mean_ay_left_1s_mps2,1993,2013,0.028533797750646888,0.00552372286788736,0.0036145737394690514,-0.0007774308905936778
right_rear_delta_vx_1s_mps,824,789,0.16522850603566022,0.09906102080479465,-0.053713589906692505,-0.04412403702735901
right_rear_delta_vy_left_1s_mps,824,789,0.12040865295876554,0.02282954264134611,0.013604369014501572,0.00576734496280551
right_rear_mean_ax_1s_mps2,824,789,0.15276957436597882,0.09848317808777027,-0.053527817130088806,-0.04191834107041359
right_rear_min_ax_1s_mps2,824,789,0.1543354005931067,0.09399590319785284,-0.09722087532281876,-0.08418148010969162
right_rear_final_ax_1s_mps2,824,789,0.14702923695965153,0.07294762942750838,-0.05127427354454994,-0.04401428997516632
right_rear_mean_ay_left_1s_mps2,824,789,0.11409612757946029,0.014360606898055423,0.011565066874027252,0.009224249981343746
